ti_id,titel,vols,jaar,druk,ppn_o,bibliotheek,categorie,_jaar,pers_id,voornaam,voorvoegsel,achternaam,jaar_geboren,jaar_overlijden,geb_datum,overl_datum,geb_plaats,overl_plaats,geb_plaats_code,geb_land_code,overl_plaats_code,overl_land_code,vrouw,url,text_url,maand,genre,Unnamed: 28,jaar_numeric
teng001amst01,Amsterdamsche mane-schyn,,1639,1ste druk,,,1,1639,teng001,Mattheus Gansneb,,Tengnagel,1613,1652,10 januari (gedoopt),23 april (begraven),Amsterdam,Amsterdam,amste001,,amste001,,0,https://dbnl.org/tekst/teng001amst01_01,,,poëzie,,1639.0
teng001amst02,Amsterdamsche sonne-schyn,,1639,1ste druk,,,1,1639,teng001,Mattheus Gansneb,,Tengnagel,1613,1652,10 januari (gedoopt),23 april (begraven),Amsterdam,Amsterdam,amste001,,amste001,,0,https://dbnl.org/tekst/teng001amst02_01,,,poëzie,,1639.0
teng001amst03,Amsterdamsche lindebladen,,1640,1ste druk,,,1,1640,teng001,Mattheus Gansneb,,Tengnagel,1613,1652,10 januari (gedoopt),23 april (begraven),Amsterdam,Amsterdam,amste001,,amste001,,0,https://dbnl.org/tekst/teng001amst03_01,,,poëzie,,1640.0
teng001donb01,D'onbekende voerman van 't Schou-burgh,,1652,1ste druk,,,1,1652,teng001,Mattheus Gansneb,,Tengnagel,1613,1652,10 januari (gedoopt),23 april (begraven),Amsterdam,Amsterdam,amste001,,amste001,,0,https://dbnl.org/tekst/teng001donb01_01,,,poëzie,,1652.0
teyl001devo01,Devote oeffeninghe op de vijf lettere van de soete ende alderheylichste namen Iesus ende Maria,,1628,?,394960602,utrec001univ01,1,1628,teyl001,Augustinus,van,Teylingen,1587,1669,13 juli,4 augustus,Haarlem,Amsterdam,haarl001,,amste001,,0,https://dbnl.org/tekst/teyl001devo01_01,https://dbnl.org/nieuws/text.php?id=teyl001devo01,2012_09   ,poëzie,,1628.0
thie008scha01,De schadt-kiste der philosophen ende poeten,,1621,1ste druk,393481875,gent_001univ01,1,1621,thie008,Jan,,Thieullier,?(17de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/thie008scha01_01,https://dbnl.org/nieuws/text.php?id=thie008scha01,2012_10   ,poëzie,,1621.0
toll003proe03,Proeve van minnezangen en idyllen. Deel 1,,1800,1ste druk,,denha004koni01,1,1800,toll003,Hendrik,,Tollens,1780,1856,24 september,21 oktober,Rotterdam,Rijswijk,rotte002,,rijsw001,,0,https://dbnl.org/tekst/toll003proe03_01,https://dbnl.org/nieuws/text.php?id=toll003proe03,2018_04   ,poëzie,,1800.0
trad001zede01,Zedelijke en stichtelijke rijmen,,1680,1ste druk,377469793,denha004koni01,1,1680,trad001,J.,,Tradel,?(17de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/trad001zede01_01,https://dbnl.org/nieuws/text.php?id=trad001zede01,2012_09   ,poëzie,,1680.0
tuin005begi01,Beginzel van hemelwerk,,1720,1ste druk,393482006,amste001meer01,1,1720,tuin005,Carolus,,Tuinman,1659,1728,19 november,5 november,Maastricht,Middelburg,maast001,,midde009,,0,https://dbnl.org/tekst/tuin005begi01_01,https://dbnl.org/nieuws/text.php?id=tuin005begi01,2009_12   ,poëzie,,1720.0
tuin005meng01,Mengelstoffen van vele christelijke gezangen,,1709,"2de, vermeerderde druk",394962443,utrec001univ01,3,1709,tuin005,Carolus,,Tuinman,1659,1728,19 november,5 november,Maastricht,Middelburg,maast001,,midde009,,0,https://dbnl.org/tekst/tuin005meng01_01,https://dbnl.org/nieuws/text.php?id=tuin005meng01,2011_11   ,poëzie,,1709.0
tuin005zede01,Zedenzangen,,1720,1ste druk,394972635,amste001meer01,1,1720,tuin005,Carolus,,Tuinman,1659,1728,19 november,5 november,Maastricht,Middelburg,maast001,,midde009,,0,https://dbnl.org/tekst/tuin005zede01_01,https://dbnl.org/nieuws/text.php?id=tuin005zede01,2009_12   ,poëzie,,1720.0
twis001kley01,Kleyn liedtboecxken,,1633,1ste druk,394969936,gent_001univ01,1,1633,twis001,Pieter Jansz.,,Twisck,1565,1636,,1 oktober,Hoorn,Hoorn,hoorn003,,hoorn002,,0,https://dbnl.org/tekst/twis001kley01_01,https://dbnl.org/nieuws/text.php?id=twis001kley01,2012_09   ,poëzie,,1633.0
uile003chri02,Christelyke gezangen,,1713,13de druk,394969537,utrec001univ01,3,1713,uile003,Hendrik,,Uilenbroek,?(17de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/uile003chri02_01,https://dbnl.org/nieuws/text.php?id=uile003chri02,2011_11   ,poëzie,,1713.0
uile003chri03,Christelyke gezangen,,1669,7de druk,377475459,denha004koni01,3,1669,uile003,Hendrik,,Uilenbroek,?(17de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/uile003chri03_01,https://dbnl.org/nieuws/text.php?id=uile003chri03,2013_01   ,poëzie,,1669.0
uten00325ps01,25 Psalmen,,1557,1ste druk,400638584,gent_001univ01,1,1557,uten003,Jan,,Utenhove,1516,1566,,6 januari,Gent,Londen,gent_001,,,groot01,0,https://dbnl.org/tekst/uten00325ps01_01,https://dbnl.org/nieuws/text.php?id=uten00325ps01,2012_12   ,poëzie,,1557.0
uten00326ps01,26 Psalmen,,1558,1ste druk,393482049,gent_001univ01,1,1558,uten003,Jan,,Utenhove,1516,1566,,6 januari,Gent,Londen,gent_001,,,groot01,0,https://dbnl.org/tekst/uten00326ps01_01,https://dbnl.org/nieuws/text.php?id=uten00326ps01,2012_12   ,poëzie,,1558.0
uten003ande01,11. ander Psalmen,,1559,1ste druk,394969464,amste001univ01,1,1559,uten003,Jan,,Utenhove,1516,1566,,6 januari,Gent,Londen,gent_001,,,groot01,0,https://dbnl.org/tekst/uten003ande01_01,https://dbnl.org/nieuws/text.php?id=uten003ande01,2001_02   ,poëzie,,1559.0
uten003hond01,"Hondert Psalmen Davids mitsgaders het ghesangk Marie, t'ghesangk Zacharie, t'ghesangk Simeons",,1561,1ste druk,393482057,gent_001univ01,1,1561,uten003,Jan,,Utenhove,1516,1566,,6 januari,Gent,Londen,gent_001,,,groot01,0,https://dbnl.org/tekst/uten003hond01_01,https://dbnl.org/nieuws/text.php?id=uten003hond01,2013_05   ,poëzie,,1561.0
uten003psal01,Psalmen Davidis,,1566,1ste druk,39348744X,utrec001univ01,1,1566,uten003,Jan,,Utenhove,1516,1566,,6 januari,Gent,Londen,gent_001,,,groot01,0,https://dbnl.org/tekst/uten003psal01_01,https://dbnl.org/nieuws/text.php?id=uten003psal01,2012_09   ,poëzie,,1566.0
uten003vier01,"LXIIII, Psalmen end ander ghesangen, diemen in de Duytsche Ghemeynte te Londen was ghebruyckende",,1561,1ste druk,401033732,gent_001univ01,1,1561,uten003,Jan,,Utenhove,1516,1566,,6 januari,Gent,Londen,gent_001,,,groot01,0,https://dbnl.org/tekst/uten003vier01_01,https://dbnl.org/nieuws/text.php?id=uten003vier01,2013_05   ,poëzie,,1561.0
vaen001amor01,Amorum emblemata,,1608,1ste druk,408481471,losan001gett01,1,1608,vaen001,Otto,,Vaenius,1556,1629,,6 mei,Leiden,Brussel,leide001,,bruss002,,0,https://dbnl.org/tekst/vaen001amor01_01,https://dbnl.org/nieuws/text.php?id=vaen001amor01,2016_09   ,poëzie,,1608.0
vaen001amor02,Amoris divini emblemata,,1615,1ste druk,416654274,antwe001univ01,1,1615,vaen001,Otto,,Vaenius,1556,1629,,6 mei,Leiden,Brussel,leide001,,bruss002,,0,https://dbnl.org/tekst/vaen001amor02_01,https://dbnl.org/nieuws/text.php?id=vaen001amor02,2018_01   ,poëzie,,1615.0
vaen001embl01,Emblemata aliquot selectiora amatoria,,1618,1ste druk,39348209X,amste001univ01,1,1618,vaen001,Otto,,Vaenius,1556,1629,,6 mei,Leiden,Brussel,leide001,,bruss002,,0,https://dbnl.org/tekst/vaen001embl01_01,https://dbnl.org/nieuws/text.php?id=vaen001embl01,2006_12   ,poëzie,,1618.0
vaen001quin01,Q. Horatii Flacci Emblemata,,1612,3de druk,394964152,utrec001univ01,3,1612,vaen001,Otto,,Vaenius,1556,1629,,6 mei,Leiden,Brussel,leide001,,bruss002,,0,https://dbnl.org/tekst/vaen001quin01_01,https://dbnl.org/nieuws/text.php?id=vaen001quin01,2007_02   ,poëzie,,1612.0
vaer010haar01,Haarlemsche mei-bloempjes. Derde offer aen de vreughd-lievende nymphjes,,1649,1ste druk,394970721,denha004koni01,1,1649,aste001,Jan Jansz.,van,Asten,?,ca. 1663,,,,,,,,,0,https://dbnl.org/tekst/vaer010haar01_01,https://dbnl.org/nieuws/text.php?id=vaer010haar01,2013_07   ,poëzie,,1649.0
vaer010haar01,Haarlemsche mei-bloempjes. Derde offer aen de vreughd-lievende nymphjes,,1649,1ste druk,394970721,denha004koni01,1,1649,vaer010,Isaak A.,van,Vaerlen,?(16de eeuw),,,,,,,,,,0,https://dbnl.org/tekst/vaer010haar01_01,https://dbnl.org/nieuws/text.php?id=vaer010haar01,2013_07   ,poëzie,,1649.0
valc007chro01,Chronijcke van Leeuwenhorn,,1599,1ste druk,416652263,,1,1599,valc007,Dirck Adriaensz.,,Valcooch,?(16de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/valc007chro01_01,https://dbnl.org/nieuws/text.php?id=valc007chro01,2017_11   ,poëzie,,1599.0
veen010over01,Over-zeesche zege en bruylofts-zangen,,1637,1ste druk,393215377,denha004koni01,1,1637,veen010,Jan,van der,Veen,1578,1659,,2 september,Haarlem,Deventer,haarl001,,deven001,,0,https://dbnl.org/tekst/veen010over01_01,https://dbnl.org/nieuws/text.php?id=veen010over01,2013_11   ,poëzie,,1637.0
veen010zinn01,"Zinne-beelden, oft Adams appel",,1642,1ste druk,394986768,gent_001univ01,1,1642,veen010,Jan,van der,Veen,1578,1659,,2 september,Haarlem,Deventer,haarl001,,deven001,,0,https://dbnl.org/tekst/veen010zinn01_01,https://dbnl.org/nieuws/text.php?id=veen010zinn01,2013_11   ,poëzie,,1642.0
veen033kroo01,Kroone der vier hooft-deughden,,1644,1ste druk,413141152,gent_001univ01,1,1644,veen033,Ernest,van,Veen,1595,1654,24 februari,,Antwerpen,Brussel,antwe001,,bruss002,,0,https://dbnl.org/tekst/veen033kroo01_01,https://dbnl.org/nieuws/text.php?id=veen033kroo01,2017_09   ,poëzie,,1644.0
veer018vreu01,"Vreugde-galm op de verkiesingh van den wel edelen gestrengen heer mr. Wigbold Slicher, tot praesident van den Hove van Holland, Zeeland en Vriesland",,1765,1ste druk,393215385,denha004koni01,1,1765,veer018,Nicolaas Johannes,,Veerman,ca. 1740,na 1765,,,,,,,,,0,https://dbnl.org/tekst/veer018vreu01_01,https://dbnl.org/nieuws/text.php?id=veer018vreu01,,poëzie,,1765.0
veld030amst01,De Amsterdamsche Pegasus,,1627,1ste druk,394970748,utrec001univ01,1,1627,cole001,Jacob Janszoon,,Colevelt,1595?,1649,,,Amsterdam,Amsterdam,amste001,,amste001,,0,https://dbnl.org/tekst/veld030amst01_01,https://dbnl.org/nieuws/text.php?id=veld030amst01,2011_11   ,poëzie,,1627.0
veld030amst01,De Amsterdamsche Pegasus,,1627,1ste druk,394970748,utrec001univ01,1,1627,crae001,A. Pietersz.,,Craen,1599?,?,,,Amsterdam,,amste001,,,,0,https://dbnl.org/tekst/veld030amst01_01,https://dbnl.org/nieuws/text.php?id=veld030amst01,2011_11   ,poëzie,,1627.0
veld030amst01,De Amsterdamsche Pegasus,,1627,1ste druk,394970748,utrec001univ01,1,1627,robb008,Jan,,Robbertsz,?(16de eeuw),,,,,,,,,,0,https://dbnl.org/tekst/veld030amst01_01,https://dbnl.org/nieuws/text.php?id=veld030amst01,2011_11   ,poëzie,,1627.0
veld030amst01,De Amsterdamsche Pegasus,,1627,1ste druk,394970748,utrec001univ01,1,1627,veld030,Matthijs,van,Velden,?(16de eeuw),?(17de eeuw),,,,,,,,,0,https://dbnl.org/tekst/veld030amst01_01,https://dbnl.org/nieuws/text.php?id=veld030amst01,2011_11   ,poëzie,,1627.0
veli004zedi02,"Zedige ledigheid, ofte stigtelyk tydverdryf",,1736,"5de, verbeterde en vermeerderde druk",394973054,amste001meer01,3,1736,veli004,Willem,,Velingius,1692,1756,26 januari,12 februari,Groningen,Rotterdam,groni001,,rotte002,,0,https://dbnl.org/tekst/veli004zedi02_01,,,poëzie,,1736.0
veli005hond01,CL geestlyke gezangen,,1766,1ste druk,394973062,amste001meer01,1,1766,veli005,Abdias,,Velingius,1721,1803,,oktober,Groningen,Berlikum,groni001,,berli001,,0,https://dbnl.org/tekst/veli005hond01_01,https://dbnl.org/nieuws/text.php?id=veli005hond01,2009_12   ,poëzie,,1766.0
venn001tafe02,Tafereel van sinne-mal,,1623,1ste druk,,,1,1623,venn001,Adriaen,van de,Venne,1589,1662,,12 november,Delft,Den Haag,delft001,,denha004,,0,https://dbnl.org/tekst/venn001tafe02_01,,,poëzie,,1623.0
venn001zeeu01,Zeeusche mey-clacht ofte schijn-kijcker,,1623,1ste druk,,,1,1623,venn001,Adriaen,van de,Venne,1589,1662,,12 november,Delft,Den Haag,delft001,,denha004,,0,https://dbnl.org/tekst/venn001zeeu01_01,,,poëzie,,1623.0
verb165nieu01,"Een nieuw lied opgedragen aen de eerw. paters van de societeyt, tot een nieuw jaers gift",,1705,1ste druk,393482278,utrec001univ01,1,1705,verb165,Petrus,,Verburg,?(17de eeuw),?(18de eeuw),,,,,,,,,0,https://dbnl.org/tekst/verb165nieu01_01,https://dbnl.org/nieuws/text.php?id=verb165nieu01,2011_09   ,poëzie,,1705.0
verh042nieu02,"Het nieuw Scherpenheuvels trompetjen, uytblaesende verscheyde geestelyke liedekens",,1764,2de druk,394976908,leide001univ01,3,1764,verh042,Jan Baptist,,Verhoeven,?(18de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/verh042nieu02_01,,,poëzie,,1764.0
verl023amst01,D'Amstelsche zang-goddin,,1660,1ste druk,394970152,denha004koni01,1,1660,verl023,F.,,Verloo,?(17de eeuw),?(17de eeuw),,,,,,,,,0,https://dbnl.org/tekst/verl023amst01_01,https://dbnl.org/nieuws/text.php?id=verl023amst01,,poëzie,,1660.0
verm047rond01,"'t Ronde jaer, of den schat der geestelijcke lofsangen",,1644,1ste druk,393215407,denha004koni01,1,1644,verm047,Christianus,,Vermeulen,1611,1668,,21 juli,Utrecht,Rees,utrec001,,rees_001,,0,https://dbnl.org/tekst/verm047rond01_01,https://dbnl.org/nieuws/text.php?id=verm047rond01,2011_06   ,poëzie,,1644.0
verm047rond02,"'t Ronde jaer, of den schat der geestelijcke lofsangen",,1660,5de druk,400395797,gent_001univ01,3,1660,verm047,Christianus,,Vermeulen,1611,1668,,21 juli,Utrecht,Rees,utrec001,,rees_001,,0,https://dbnl.org/tekst/verm047rond02_01,https://dbnl.org/nieuws/text.php?id=verm047rond02,2014_02   ,poëzie,,1660.0
verm050brui01,"Ter bruilofte van den heere Lukas van Esbeek, griffier van het kantoor der ed. mog. heeren staaten van Zeelandt. En mejuffrouw Maria Hurgronje",,1734,1ste druk,393215415,denha004koni01,1,1734,verm050,Maximiliaen,,Vermeere,?(18de eeuw),?(18de eeuw),,,,,,,,,0,https://dbnl.org/tekst/verm050brui01_01,https://dbnl.org/nieuws/text.php?id=verm050brui01,,poëzie,,1734.0
verm219thea01,Den theater des bedroghs ofte listighe onstantvastigheyt des werelts,,1743,1ste druk,403847591,gent_001univ01,1,1743,verm219,M.F.,,Vermeren,?(18de eeuw),,,,,,,,,,0,https://dbnl.org/tekst/verm219thea01_01,https://dbnl.org/nieuws/text.php?id=verm219thea01,2016_05   ,poëzie,,1743.0
verr013zede01,"Zederyke zinnebeelden, vertoont in konstplaten",,1712,1ste druk,409041300,utrec001univ01,1,1712,verr013,E.,,Verrijke,?,?(18de eeuw),,,,,,,,,0,https://dbnl.org/tekst/verr013zede01_01,https://dbnl.org/nieuws/text.php?id=verr013zede01,2017_01   ,poëzie,,1712.0
vers012geza01,Gezangen der vrije-metzelaaren,,1799,1ste druk,393215423,denha004koni01,1,1799,vers012,Joos,,Verschuere Reynvaan,1739,1809,11 september,2 mei,Middelburg,,midde005,,,,0,https://dbnl.org/tekst/vers012geza01_01,https://dbnl.org/nieuws/text.php?id=vers012geza01,2011_11   ,poëzie,,1799.0
vers190chri01,Een Christelicke waerschouwinge,,1577,1ste druk,394976886,utrec001univ01,1,1577,vers190,Albert,,Verspeck,?,1612,,,,,,,,,0,https://dbnl.org/tekst/vers190chri01_01,https://dbnl.org/nieuws/text.php?id=vers190chri01,2012_11   ,poëzie,,1577.0
verv004lijk01,"Lijkzang voor den weledelen, gestrengen en grootachtbaren heere mr. Adriaen Reepmaker",,1780,1ste druk,393215431,denha004koni01,1,1780,verv004,Jan,,Verveer,1743,na 1803,,,Rotterdam,Rotterdam,rotte002,,rotte002,,0,https://dbnl.org/tekst/verv004lijk01_01,https://dbnl.org/nieuws/text.php?id=verv004lijk01,,poëzie,,1780.0
vinc009nieu01,Nieuw geestelijck lied-boecxken,,1662,1ste druk,393468968,denha004koni01,1,1662,vinc009,Jacob,,Vinck,?(17de eeuw),?(17de eeuw),,,,,,,,,0,https://dbnl.org/tekst/vinc009nieu01_01,https://dbnl.org/nieuws/text.php?id=vinc009nieu01,2014_12   ,poëzie,,1662.0
vinc009nieu02,"Nieuw liedt-boecxken, genaemt jeughts-vermaeck",,1662,1ste druk,394975634,denha004koni01,1,1662,vinc009,Jacob,,Vinck,?(17de eeuw),?(17de eeuw),,,,,,,,,0,https://dbnl.org/tekst/vinc009nieu02_01,https://dbnl.org/nieuws/text.php?id=vinc009nieu02,2014_12   ,poëzie,,1662.0
viss004brab01,Brabbeling,,1614,1ste druk,,,1,1614,viss004,Roemer,,Visscher,1547,1620,,19 februari (begraven),Amsterdam,Amsterdam,amste001,,amste001,,0,https://dbnl.org/tekst/viss004brab01_01,,,poëzie,,1614.0
viss087visn01,Vis-net,,1676,1ste druk,394970179,denha004koni01,1,1676,viss087,Lambert,de,Visscher,ca. 1633,?(17de eeuw),,,Haarlem,,haarl001,,,,0,https://dbnl.org/tekst/viss087visn01_01,https://dbnl.org/nieuws/text.php?id=viss087visn01,2012_05   ,poëzie,,1676.0
vive001lust01,Den lvst-hof van de christelicke zielen,,1600,1ste druk,394969405,amste001meer01,1,1600,vive001,Jacobus,,Viverius,ca. 1571-1572,1640,,,Gent,Amsterdam,gent_001,,amste001,,0,https://dbnl.org/tekst/vive001lust01_01,https://dbnl.org/nieuws/text.php?id=vive001lust01,2013_01   ,poëzie,,1600.0
vlac002nieu01,Den nieuwen lust-hof,,1602,1ste druk,393215474,denha004koni01,1,1602,vlac002,Michiel,,Vlack,ca. 1550,?,,,Gouda,,gouda001,,,,0,https://dbnl.org/tekst/vlac002nieu01_01,https://dbnl.org/nieuws/text.php?id=vlac002nieu01,2012_09   ,poëzie,,1602.0
vlac002nieu03,"Den nieuwen verbeterden lust-hof gheplant vol uytghelesene, welgherijmde, eerelijcke, amoreuse ende vrolijcke ghesanghen",,1607,"3de, verbeterde en vermeerderde druk",394970020,gent_001univ01,3,1607,vlac002,Michiel,,Vlack,ca. 1550,?,,,Gouda,,gouda001,,,,0,https://dbnl.org/tekst/vlac002nieu03_01,https://dbnl.org/nieuws/text.php?id=vlac002nieu03,2014_02   ,poëzie,,1607.0
vlee002ryme01,"Rymende uyt-legginghe naer den letterlycken, ver-holen ende sedelycken sin, van de honderd ende vyftigh psalmen van den heylighen koninghlycken propheet David",,1660,1ste druk,39348260X,gent_001univ01,1,1660,vlee002,Peeter,de,Vleeschoudere,1608,1679,,28 september,Brussel,Teralfene,bruss002,,teral001,,0,https://dbnl.org/tekst/vlee002ryme01_01,https://dbnl.org/nieuws/text.php?id=vlee002ryme01,2011_06   ,poëzie,,1660.0
vloe003ghee01,Gheesteliicken roosen-tuyl,,1661,1ste druk,,denha004koni01,1,1661,vloe003,Peeter,,Vloers,1603,1663,,5 augustus,,Antwerpen,,,antwe001,,0,https://dbnl.org/tekst/vloe003ghee01_01,https://dbnl.org/nieuws/text.php?id=vloe003ghee01,2022_07   ,poëzie,,1661.0
volc002zang01,"Zang, tot uitgeleide, aan mijnen braaven, geleerden en hooggeachten vriend J. Scharp",,1798,1ste druk,393482634,denha004koni01,1,1798,volc002,J.G.,,Volckhardt,?(18de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/volc002zang01_01,https://dbnl.org/nieuws/text.php?id=volc002zang01,,poëzie,,1798.0
voll001krui01,Kruistriomf,,1656,1ste druk,,,1,1656,voll001,Joannes,,Vollenhove,1631,1708,2 juni,14 maart,Vollenhove,Den Haag,volle001,,denha004,,0,https://dbnl.org/tekst/voll001krui01_01,,,poëzie,,1656.0
voll001poez02,Poëzy,,1686,1ste druk,,leide001inst01,1,1686,voll001,Joannes,,Vollenhove,1631,1708,2 juni,14 maart,Vollenhove,Den Haag,volle001,,denha004,,0,https://dbnl.org/tekst/voll001poez02_01,,,poëzie,,1686.0
vond001afbe01,Afbeeldingen der stamheeren,,1658,1ste druk,,,1,1658,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001afbe01_01,,,poëzie,,1658.0
vond001alta01,Altaergeheimenissen,,1645,1ste druk,,,1,1645,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001alta01_01,,,poëzie,,1645.0
vond001besp01,"Bespiegelingen van Godt en Godtsdienst. Tegen d'ongodisten, verlochenaers der Godtheit of Goddelijcke Voorzienigheit",,1662,1ste druk,,,1,1662,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001besp01_01,,,poëzie,,1662.0
vond001brie01,"Brieven der Heilige maeghden, martelaressen",,1642,1ste druk,,,1,1642,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001brie01_01,,,poëzie,,1642.0
vond001deng01,Den gulden winckel,,1613,1ste druk,,,1,1613,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001deng01_01,,,poëzie,,1613.0
vond001deng02,De verniewde gulden winckel,,1622,2de druk,,,3,1622,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001deng02_01,,,poëzie,,1622.0
vond001gebo01,Geboorteclock van Willem van Nassau,,1626,1ste druk,,,1,1626,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001gebo01_01,,,poëzie,,1626.0
vond001harp01,Harpoen,,1630,1ste druk,,,1,1630,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001harp01_01,,,poëzie,,1630.0
vond001heer01,"De heerlyckheit der Kercke. Haer ingang, opgang en voortgang",,1663,1ste druk,,,1,1663,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001heer01_01,,,poëzie,,1663.0
vond001heer02,De heerlyckheyd van Salomon,,1620,1ste druk,,,1,1620,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001heer02_01,,,poëzie,,1620.0
vond001held01,De helden Godes des ouwden verbonds,,1620,1ste druk,,,1,1620,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001held01_01,,,poëzie,,1620.0
vond001hymn01,Hymnus ofte Lof-gesangh over de wijdberoemde scheepsvaert der Vereenighde Nederlanden,,1613,1ste druk,,,1,1613,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001hymn01_01,,,poëzie,,1613.0
vond001inwy02,Inwydinge van 't stadthuis t'Amsterdam,,1655,1ste druk,,,1,1655,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001inwy02_01,,,poëzie,,1655.0
vond001joha01,Joannes de boetgezant. Begrepen in zes boecken,,1662,1ste druk,,,1,1662,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001joha01_01,,,poëzie,,1662.0
vond001koni03,"Koning Davids harpzangen, den Nederduitschen toegezongen",,1657,1ste druk,,,1,1657,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001koni03_01,,,poëzie,,1657.0
vond001lofd01,Lof der zee-vaert,,1623,1ste druk,,,1,1623,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001lofd01_01,,,poëzie,,1623.0
vond001lyck01,"Lyckklagt aan het vrouwekoor, over het verlies van mijn ega",,1635,1ste druk,,,1,1635,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001lyck01_01,,,poëzie,,1635.0
vond001maeg02,Maeghdepalm voor Anna Bruining,,1658,1ste druk,,,1,1658,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001maeg02_01,,,poëzie,,1658.0
vond001onde01,Onderwys van het geloofshooftpunt der H. Dryeenigheit,,1659,1ste druk,,,1,1659,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001onde01_01,,,poëzie,,1659.0
vond001otte01,Een otter in 't bolwerck,,1630,1ste druk,,,1,1630,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001otte01_01,,,poëzie,,1630.0
vond001ovid02,Ovidius' Herscheppinge,,1671,1ste druk,,,1,1671,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001ovid02_01,,,poëzie,,1671.0
vond001parn01,De Parnas aen de Belt,,1657,1ste druk,,,1,1657,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001parn01_01,,,poëzie,,1657.0
vond001poez01,"Poesy, ofte Verscheide gedichten (2 delen)",,1647,1ste druk,,,1,1647,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001poez01_01,,,poëzie,,1647.0
vond001poez02,Poëzy zijnde Verscheide gedichten. Deel 2,,1660,3de druk,,,3,1660,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001poez02_01,,,poëzie,,1660.0
vond001poez03,"Poesy, ofte Verscheide gedichten",,1650,2de druk,,,3,1650,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001poez03_01,,,poëzie,,1650.0
